student_id,cohort_year,faculty,department,academic_career,programme,saqa_id,nqf_level,min_credits,min_years_to_complete,qualification_source,school_quintile,first_gen_flag,home_language_eal_flag,geographic_origin,nbt_academic_literacy,nbt_quantitative_literacy,nbt_mathematics,nsc_mathematics_pct,nsc_physical_science_pct,nsc_english_pct,matric_aggregate_pct,aps_score,nsfas_eligible_initial
SYN100140,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,0,rural,68.4,60.5,46.4,71.8,68.1,62.9,63.7,27,0
SYN100141,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,1,0,urban,56.3,73.3,42.6,68.6,49.6,61.4,63.5,25,1
SYN100142,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,1,0,urban,45.5,41.1,59.9,66.0,57.6,46.5,60.5,22,1
SYN100143,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,1,0,urban,49.3,58.3,46.2,43.8,92.6,68.7,70.3,29,0
SYN100144,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,1,rural,47.3,63.0,63.4,46.4,64.4,66.0,48.2,17,0
SYN100145,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,0,0,urban,56.4,42.6,34.3,61.0,54.6,64.9,60.8,28,1
SYN100146,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,1,0,urban,50.4,56.7,74.2,62.5,56.8,82.2,61.9,24,0
SYN100147,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,1,1,1,rural,49.9,44.2,39.0,52.4,59.4,61.3,57.9,22,1
SYN100148,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,3,0,1,urban,63.2,87.7,44.3,63.2,43.2,55.8,55.3,26,0
SYN100149,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,0,1,urban,53.4,45.3,35.9,73.0,50.2,61.5,61.2,28,1
SYN100150,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,2,1,1,urban,48.6,41.8,29.5,74.3,61.6,64.6,73.1,39,0
SYN100151,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,3,1,0,urban,47.4,59.7,50.8,65.7,64.1,67.2,63.8,33,0
SYN100152,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,1,urban,95.1,74.4,73.5,52.1,49.0,65.8,56.5,18,0
SYN100153,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,1,0,urban,63.1,63.5,66.2,53.3,48.7,65.3,58.8,23,0
SYN100154,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,1,1,1,urban,51.8,34.2,15.1,50.5,34.7,55.6,43.0,15,1
SYN100155,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,2,0,1,rural,44.6,31.1,67.4,38.7,34.8,56.8,43.0,15,1
SYN100156,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,0,0,rural,47.5,50.4,55.5,81.2,43.9,61.7,65.6,20,0
SYN100157,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,0,urban,38.0,49.9,58.4,59.4,68.1,72.2,69.6,29,0
SYN100158,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,1,rural,20.0,25.4,65.7,40.3,20.0,69.4,43.3,21,1
SYN100159,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,4,0,0,urban,47.5,67.1,73.4,81.7,53.7,76.7,75.3,39,0
SYN100160,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,0,1,rural,57.4,36.4,66.4,49.2,67.7,57.7,62.3,27,1
SYN100161,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,0,urban,93.3,57.1,62.6,82.6,78.7,62.8,62.8,28,0
SYN100162,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,66.1,54.0,57.6,100.0,73.9,75.3,87.3,41,0
SYN100163,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,1,1,0,rural,44.7,64.3,48.6,59.4,56.9,54.2,57.8,21,1
SYN100164,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,0,0,urban,57.8,61.7,88.0,81.7,73.9,55.3,65.9,30,1
SYN100165,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,1,0,urban,77.1,56.9,63.2,65.6,60.6,74.9,59.4,23,0
SYN100166,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,4,0,0,urban,75.0,37.6,60.9,48.3,41.9,57.4,48.3,18,0
SYN100167,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,0,urban,77.9,54.6,37.9,71.7,59.3,36.9,53.3,20,0
SYN100168,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,0,0,urban,78.4,34.1,34.7,62.5,89.8,60.2,71.3,33,0
SYN100169,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,4,0,1,urban,54.3,62.3,52.7,47.2,44.8,66.0,57.6,24,0
SYN100170,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,2,0,1,rural,52.0,59.9,56.0,44.9,45.0,63.8,47.1,19,1
SYN100171,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,3,1,1,urban,46.2,52.8,32.2,46.8,43.6,54.7,55.0,25,0
SYN100172,2021,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,5,0,0,urban,46.6,69.7,74.0,62.5,94.1,54.8,71.6,30,1
SYN100173,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,69.3,60.8,68.5,51.3,72.8,53.6,64.6,34,0
SYN100174,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,1,0,urban,72.3,77.9,70.1,86.8,66.2,73.6,74.0,29,1
SYN100175,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,1,0,urban,88.2,74.5,36.9,63.6,93.5,62.8,64.3,33,0
SYN100176,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,3,1,0,urban,64.9,57.0,47.4,74.7,42.2,40.5,55.5,25,0
SYN100177,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,4,0,0,rural,62.8,89.1,30.3,70.5,33.6,61.4,53.0,16,0
SYN100178,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,2,0,0,urban,58.1,67.7,68.9,71.6,36.4,59.7,58.1,19,1
SYN100179,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,1,1,0,urban,57.6,31.9,22.9,69.3,69.0,42.7,65.1,27,1
SYN100180,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,0,urban,61.0,96.9,69.6,78.4,39.3,55.5,63.9,28,0
SYN100181,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,0,1,rural,71.6,36.6,28.8,50.4,64.7,41.3,43.8,21,1
SYN100182,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,86.4,51.3,46.1,87.1,63.9,56.1,68.2,33,1
SYN100183,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,0,0,urban,62.1,71.0,68.1,52.7,52.6,68.0,54.8,25,1
SYN100184,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,0,0,urban,70.0,94.3,40.4,32.1,81.1,52.8,55.2,21,1
SYN100185,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,4,0,0,urban,62.3,40.8,50.0,64.4,54.1,59.4,59.2,23,0
SYN100186,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,4,1,0,urban,72.6,36.0,63.1,82.2,57.0,74.6,67.8,24,1
SYN100187,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,1,1,1,urban,40.6,42.4,31.9,71.4,62.3,60.5,65.5,29,0
SYN100188,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,1,0,1,urban,57.8,10.0,41.9,47.2,46.2,63.1,51.8,18,1
SYN100189,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,3,1,1,rural,64.1,73.1,24.0,60.9,46.6,55.6,49.8,20,0
SYN100190,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,0,0,urban,66.2,53.5,59.1,100.0,87.3,55.2,84.1,33,0
SYN100191,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,1,1,rural,80.0,72.2,56.7,41.1,66.8,78.3,56.1,25,0
SYN100192,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,64.5,57.0,35.3,95.0,78.2,74.6,87.5,38,0
SYN100193,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,1,1,urban,67.6,40.8,72.6,47.4,64.0,72.8,63.3,27,1
SYN100194,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,0,0,urban,64.8,82.1,72.7,76.0,60.9,72.3,66.5,27,0
SYN100195,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,4,0,1,urban,43.5,64.7,35.7,52.4,54.7,57.7,52.2,22,1
SYN100196,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,0,1,rural,70.1,40.6,50.1,56.1,85.5,83.1,66.6,35,1
SYN100197,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,2,0,1,rural,64.2,52.4,61.6,54.7,48.8,70.5,60.9,28,1
SYN100198,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,4,0,0,urban,83.7,80.0,60.0,49.3,85.7,62.0,66.3,27,1
SYN100199,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,4,0,0,urban,51.4,68.0,79.2,63.5,69.7,40.6,54.5,20,1
SYN100200,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,2,0,1,rural,61.2,61.7,55.0,71.8,51.5,60.9,63.9,27,0
SYN100201,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,3,1,1,urban,54.3,45.7,40.1,38.6,71.7,60.9,52.8,25,1
SYN100202,2021,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,4,0,1,urban,66.7,44.1,64.5,54.7,90.7,62.7,58.2,26,1
SYN100203,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,1,1,1,rural,55.7,25.5,27.7,38.2,61.4,64.2,56.0,19,1
SYN100204,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,1,0,1,rural,31.8,63.2,31.4,37.0,73.3,69.8,60.1,24,0
SYN100205,2021,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,urban,52.5,71.4,51.9,22.2,26.4,50.5,35.7,15,0
SYN100206,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,0,1,urban,42.8,74.7,39.8,90.5,55.5,72.3,72.5,30,0
SYN100207,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,3,0,0,urban,60.5,46.5,84.5,56.6,80.7,57.7,66.3,24,1
SYN100208,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,2,1,1,rural,77.0,48.3,79.6,45.7,39.2,42.8,54.2,25,1
SYN100209,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,65.4,39.1,78.5,62.7,76.8,93.7,76.0,31,0
SYN100210,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,4,0,0,urban,60.1,32.2,37.9,86.5,66.9,53.6,68.1,29,0
SYN100211,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,0,urban,56.2,71.7,79.0,74.8,67.2,64.2,64.6,27,0
SYN100212,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,4,0,0,urban,72.8,73.3,77.7,78.4,45.6,51.9,58.2,23,0
SYN100213,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,1,1,urban,73.4,100.0,65.2,62.4,65.1,68.5,67.5,35,1
SYN100214,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,0,urban,70.9,42.5,43.7,83.8,57.5,52.1,65.6,26,0
SYN100215,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,1,urban,85.9,57.4,76.7,54.5,94.2,51.8,73.5,29,0
SYN100216,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,1,0,1,rural,53.5,53.9,39.4,28.3,34.0,57.4,46.0,24,0
SYN100217,2023,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,3,1,1,urban,47.0,59.7,52.8,69.0,64.7,62.9,68.3,29,0
SYN100218,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,1,rural,64.7,51.0,81.6,84.1,73.6,89.1,81.3,42,1
SYN100219,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,1,0,urban,83.3,58.3,54.1,43.5,62.7,58.4,51.8,19,1
SYN100220,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,1,0,rural,65.6,40.1,48.8,39.5,41.6,46.3,36.5,19,1
SYN100221,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,0,0,urban,73.1,75.5,68.3,51.2,41.0,56.9,52.5,24,1
SYN100222,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,67.5,44.3,54.6,79.4,39.7,60.2,64.9,26,0
SYN100223,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,1,urban,72.3,65.3,71.6,53.7,61.2,62.0,62.5,23,0
SYN100224,2022,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,0,0,urban,67.5,37.6,28.6,66.6,51.0,51.7,56.1,25,1
SYN100225,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,1,0,urban,73.0,76.2,67.4,77.0,42.1,76.1,60.8,26,1
SYN100226,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,0,0,urban,84.8,66.1,41.5,82.5,59.1,69.5,67.1,33,0
SYN100227,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,0,0,urban,65.1,72.2,21.4,66.4,60.0,55.6,66.1,27,0
SYN100228,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,1,rural,48.2,67.7,48.9,40.1,67.9,45.7,56.3,20,1
SYN100229,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,1,urban,73.1,52.7,65.6,69.6,59.5,57.4,62.9,28,0
SYN100230,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,0,urban,58.9,60.5,55.0,77.4,62.2,67.1,74.3,34,1
SYN100231,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,5,1,1,urban,73.0,77.6,76.3,71.5,74.4,66.2,67.3,27,0
SYN100232,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,1,0,rural,72.4,45.7,31.9,56.9,72.7,83.0,74.8,27,0
SYN100233,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,2,1,1,urban,62.5,60.7,31.6,48.0,20.0,49.8,36.7,15,1
SYN100234,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,1,1,urban,62.4,51.0,54.5,60.0,51.9,41.6,43.8,17,1
SYN100235,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,73.7,71.2,90.8,56.3,63.8,70.5,63.4,25,0
SYN100236,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,0,urban,78.2,54.0,58.7,37.3,57.1,70.2,59.0,23,0
SYN100237,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,0,urban,86.6,67.8,55.7,27.4,28.1,64.3,38.1,15,0
SYN100238,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,0,1,urban,74.8,41.3,92.2,64.0,62.1,66.3,73.5,33,0
SYN100239,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,63.2,68.1,58.3,97.8,96.7,66.0,87.1,35,0
SYN100240,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,1,1,urban,75.0,88.0,67.1,85.9,47.0,65.5,61.4,25,0
SYN100241,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,2,1,1,rural,82.3,68.2,15.3,76.2,66.5,38.8,59.0,28,1
SYN100242,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,4,0,0,urban,60.5,73.3,70.9,83.5,74.5,75.7,81.5,35,0
SYN100243,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,3,0,1,urban,79.3,54.4,65.1,75.3,52.3,67.1,63.7,31,0
SYN100244,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,4,0,0,urban,54.1,68.0,35.4,52.5,77.7,67.0,64.2,28,1
SYN100245,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,2,0,1,rural,38.5,36.3,67.2,59.7,30.3,38.8,42.4,22,1
SYN100246,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,3,0,0,urban,72.4,43.6,52.7,63.6,53.5,64.9,59.3,23,1
SYN100247,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,4,0,0,rural,78.9,37.0,70.2,58.5,57.1,67.6,64.0,24,1
SYN100248,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,1,0,urban,47.7,61.9,62.8,69.6,68.6,64.4,67.1,26,1
SYN100249,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,5,0,0,urban,95.7,67.8,61.7,71.9,97.5,53.1,75.2,29,0
SYN100250,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,1,urban,61.4,52.9,29.7,84.8,76.0,91.7,77.2,37,0
SYN100251,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,1,0,urban,74.2,50.1,47.6,55.1,30.9,73.0,59.0,23,1
SYN100252,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,0,0,urban,86.3,55.6,36.1,77.6,66.1,68.7,76.8,30,0
SYN100253,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,0,0,urban,54.8,44.9,87.6,65.6,54.6,62.1,53.4,27,0
SYN100254,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,0,urban,78.5,71.6,59.1,97.6,50.5,65.5,71.3,31,0
SYN100255,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,45.7,62.8,63.6,70.9,69.6,39.5,53.2,28,1
SYN100256,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,urban,61.1,46.1,60.3,43.1,67.3,94.2,75.0,34,0
SYN100257,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,1,0,0,rural,51.0,28.4,19.0,48.2,32.7,45.7,38.3,18,1
SYN100258,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,4,0,0,urban,64.7,62.0,44.6,48.7,72.8,68.0,65.5,28,0
SYN100259,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,1,urban,73.7,75.6,66.8,71.0,53.2,73.8,80.2,33,0
SYN100260,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,61.9,42.8,72.1,100.0,59.1,45.4,72.7,28,0
SYN100261,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,65.0,63.9,43.5,73.4,36.4,60.1,60.4,26,0
SYN100262,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,2,0,1,urban,52.2,30.3,50.0,62.2,68.9,46.1,54.6,24,1
SYN100263,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,4,0,0,rural,88.4,43.8,51.4,63.2,89.0,56.8,67.3,33,0
SYN100264,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,1,0,urban,81.1,66.0,57.8,55.0,61.5,69.0,66.7,20,0
SYN100265,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,2,1,1,urban,51.2,45.7,60.9,41.8,50.5,59.5,58.4,24,1
SYN100266,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,1,0,urban,64.8,58.3,33.1,42.5,90.3,57.9,59.7,29,1
SYN100267,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,2,0,1,urban,56.4,53.3,71.5,54.9,20.0,56.2,57.4,27,1
