enrollment_id,student_id,academic_year,year_of_study,faculty,module_code,module_session_type,early_wave_attendance_pct,early_wave_lms_logins,early_wave_submission_rate,mid_wave_attendance_pct,mid_wave_lms_logins,mid_wave_submission_rate,mid_wave_formative_avg,engagement_consistency_score,prerequisite_grade,final_mark,module_outcome,module_failure_label
3d7591f7,SYN100014,2024,4,Commerce,COM402,year,62.2,4,0.47,64.4,4,0.47,65.2,1.0,,86.3,Pass,0
d250ed15,SYN100014,2024,4,Commerce,COM403,semester1,85.4,6,0.76,85.3,3,0.76,57.2,1.0,63.7,77.8,Pass,0
7521df4e,SYN100014,2025,5,Commerce,COM401,semester2,73.3,7,0.76,64.7,8,0.7,71.0,0.91,65.5,100.0,Pass,0
a756cb2a,SYN100014,2025,5,Commerce,COM402,semester2,71.2,6,0.63,68.2,9,0.63,76.8,1.0,67.2,90.8,Pass,0
390d9f80,SYN100014,2025,5,Commerce,COM403,year,83.6,4,0.7,78.2,6,0.7,73.7,1.0,92.0,95.3,Pass,0
114a2823,SYN100014,2026,6,Commerce,COM401,semester2,49.3,4,0.45,47.7,6,0.45,65.3,1.0,,29.7,Fail,1
11d4beb6,SYN100014,2026,6,Commerce,COM402,year,63.0,6,0.65,49.9,9,0.64,64.3,0.99,89.3,92.9,Pass,0
bda16b87,SYN100014,2026,6,Commerce,COM403,semester1,80.6,6,0.66,68.3,9,0.61,77.5,0.93,73.0,100.0,Pass,0
97378a27,SYN100014,2027,7,Commerce,COM401,semester1,63.6,4,0.56,64.2,6,0.56,75.4,0.99,59.7,75.9,Pass,0
16fc1ad5,SYN100014,2027,7,Commerce,COM402,semester2,39.9,2,0.35,27.5,2,0.29,57.4,0.92,41.2,37.2,Fail,1
6142b42c,SYN100014,2027,7,Commerce,COM403,semester1,90.9,5,0.8,77.9,8,0.73,65.0,0.9,65.1,4.7,Fail,1
ed1c91b6,SYN100015,2023,1,Science,SCI101,year,65.6,5,0.53,37.8,8,0.4,61.1,0.82,,84.3,Pass,0
cf96c3c0,SYN100015,2023,1,Science,SCI102,year,43.9,4,0.44,42.1,5,0.42,48.0,0.98,,88.2,Pass,0
171feaa1,SYN100015,2023,1,Science,SCI103,year,29.9,5,0.3,18.6,5,0.24,76.1,0.93,,74.1,Pass,0
d2df316b,SYN100015,2023,1,Science,SCI104,semester2,42.5,4,0.52,35.6,7,0.48,45.4,0.93,,24.5,Fail,1
c69fd6c3,SYN100015,2023,1,Science,SCI105,semester1,79.7,1,0.82,73.4,2,0.79,50.8,0.95,,91.6,Pass,0
a2402654,SYN100015,2024,2,Science,SCI201,year,72.4,10,0.78,68.8,11,0.76,61.8,0.96,88.8,78.2,Pass,0
fd889589,SYN100015,2024,2,Science,SCI202,semester2,64.0,5,0.59,56.4,3,0.49,65.8,0.86,49.6,100.0,Pass,0
f178da29,SYN100015,2024,2,Science,SCI203,year,60.1,3,0.67,36.8,3,0.6,65.1,0.9,58.6,99.9,Pass,0
d9ba0ab9,SYN100015,2024,2,Science,SCI204,semester1,78.0,9,0.97,62.9,11,0.87,76.0,0.87,68.0,85.8,Pass,0
dc1e2dac,SYN100015,2024,2,Science,SCI205,year,57.4,4,0.66,48.9,5,0.63,59.5,0.95,,96.8,Pass,0
c2c2008a,SYN100015,2025,3,Science,SCI301,semester2,75.3,9,0.76,80.6,12,0.76,66.4,1.0,,68.6,Pass,0
fabf8539,SYN100015,2025,3,Science,SCI302,semester2,61.8,1,0.47,64.0,0,0.47,53.9,1.0,77.5,81.1,Pass,0
a923ea04,SYN100015,2025,3,Science,SCI303,semester2,68.2,6,0.84,50.9,9,0.68,54.7,0.78,83.9,36.1,Fail,1
94be959f,SYN100015,2025,3,Science,SCI304,semester2,38.2,2,0.25,40.9,1,0.25,53.2,1.0,78.1,83.4,Pass,0
77ba8a89,SYN100016,2023,1,Commerce,COM101,semester1,66.4,5,0.58,59.1,6,0.55,61.2,0.95,,100.0,Pass,0
a114a628,SYN100016,2023,1,Commerce,COM102,semester2,92.1,5,0.84,97.9,3,0.81,79.1,0.96,,83.1,Pass,0
8670198f,SYN100016,2023,1,Commerce,COM103,semester2,73.0,5,0.72,62.8,7,0.68,68.5,0.95,,81.6,Pass,0
21bfd150,SYN100016,2023,1,Commerce,COM104,semester2,45.1,4,0.41,40.5,1,0.39,67.7,0.97,,100.0,Pass,0
0b982f4a,SYN100016,2023,1,Commerce,COM105,semester2,67.7,6,0.72,69.6,3,0.72,74.7,1.0,,84.9,Pass,0
db6db798,SYN100016,2024,2,Commerce,COM201,semester1,74.3,3,0.78,68.1,5,0.76,70.8,0.97,53.4,97.1,Pass,0
ae93e112,SYN100016,2024,2,Commerce,COM202,semester2,73.9,13,1.0,77.2,14,0.97,40.1,0.96,,35.0,Fail,1
45af872b,SYN100016,2024,2,Commerce,COM203,semester2,40.7,3,0.3,25.2,2,0.27,59.1,0.95,63.4,35.8,Fail,1
2296ecb8,SYN100016,2024,2,Commerce,COM204,semester2,56.2,2,0.61,51.2,1,0.53,52.8,0.88,67.6,33.4,Fail,1
2123cd15,SYN100016,2024,2,Commerce,COM205,semester2,64.3,6,0.61,52.8,3,0.55,52.4,0.91,84.5,27.1,Fail,1
10db05f1,SYN100017,2021,1,Health Sciences,HEA101,semester1,45.2,6,0.47,29.7,8,0.38,49.9,0.87,,27.2,Fail,1
f2a799ba,SYN100017,2021,1,Health Sciences,HEA102,semester2,72.0,5,0.52,54.0,4,0.39,42.2,0.82,,22.3,Fail,1
1eec8d36,SYN100017,2021,1,Health Sciences,HEA103,semester2,50.4,3,0.5,24.4,0,0.37,67.8,0.81,,33.0,Fail,1
73d75f93,SYN100017,2021,1,Health Sciences,HEA104,semester2,49.1,5,0.48,54.1,3,0.45,60.2,0.96,,66.1,Pass,0
bcb33d90,SYN100017,2021,1,Health Sciences,HEA105,semester2,40.1,3,0.26,20.8,0,0.1,45.2,0.77,,74.1,Pass,0
08463d22,SYN100018,2023,1,Commerce,COM101,semester2,26.3,4,0.33,12.7,1,0.16,39.7,0.77,,45.7,Pass,0
cd5ad8fe,SYN100018,2023,1,Commerce,COM102,semester1,31.5,4,0.52,7.1,6,0.34,41.2,0.74,,49.7,Fail,1
fcfdb036,SYN100018,2023,1,Commerce,COM103,semester2,28.0,2,0.37,32.6,4,0.32,39.8,0.93,,28.3,Fail,1
d151b0f0,SYN100018,2023,1,Commerce,COM104,semester1,55.3,5,0.27,46.5,2,0.21,54.2,0.92,,55.8,Pass,0
5d4d16a6,SYN100018,2023,1,Commerce,COM105,semester2,44.2,1,0.33,9.0,4,0.15,25.8,0.74,,21.1,Fail,1
b15d971a,SYN100019,2021,1,Commerce,COM101,semester2,35.5,2,0.32,23.0,2,0.17,37.6,0.78,,52.6,Pass,0
2cc89657,SYN100019,2021,1,Commerce,COM102,semester1,44.4,7,0.43,31.6,7,0.33,43.1,0.86,,51.6,Fail,1
8eee771e,SYN100019,2021,1,Commerce,COM103,semester2,27.9,3,0.16,24.1,4,0.08,53.5,0.88,,38.9,Fail,1
637e9e24,SYN100019,2021,1,Commerce,COM104,semester2,34.5,4,0.43,15.8,7,0.23,47.2,0.71,,61.0,Pass,0
9b42e28b,SYN100019,2021,1,Commerce,COM105,year,47.4,4,0.45,31.4,3,0.35,55.0,0.86,,73.9,Pass,0
a74e21eb,SYN100020,2022,1,Commerce,COM101,year,52.7,4,0.59,35.2,5,0.45,32.8,0.8,,37.7,Fail,1
f1bc0efc,SYN100020,2022,1,Commerce,COM102,year,50.4,3,0.49,29.0,0,0.46,55.2,0.97,,33.5,Fail,1
342e925f,SYN100020,2022,1,Commerce,COM103,year,32.5,3,0.23,30.1,2,0.22,49.0,0.99,,63.0,Fail,1
a484f577,SYN100020,2022,1,Commerce,COM104,semester2,37.8,4,0.32,18.6,3,0.19,27.7,0.82,,66.5,Pass,0
ddfc9ca4,SYN100020,2022,1,Commerce,COM105,semester2,57.4,1,0.36,29.3,0,0.19,68.2,0.76,,72.1,Pass,0
b26d3eb1,SYN100020,2023,2,Commerce,COM201,semester2,75.6,10,0.78,69.4,11,0.75,73.0,0.95,93.8,78.7,Pass,0
163494ad,SYN100020,2023,2,Commerce,COM202,semester1,78.0,7,0.62,71.8,4,0.57,75.0,0.93,,100.0,Pass,0
47d8a940,SYN100020,2023,2,Commerce,COM203,semester2,53.2,2,0.61,56.4,5,0.61,78.5,1.0,75.6,84.7,Pass,0
a85bacf4,SYN100020,2023,2,Commerce,COM204,semester2,95.6,6,0.79,84.2,6,0.71,70.7,0.89,86.1,100.0,Pass,0
c2e5e5fe,SYN100020,2023,2,Commerce,COM205,semester2,79.9,4,0.64,62.3,7,0.52,76.4,0.84,,83.8,Pass,0
2e89a9d2,SYN100020,2024,3,Commerce,COM301,semester1,64.7,6,0.49,58.4,5,0.43,40.9,0.92,53.0,87.6,Pass,0
19f5df39,SYN100020,2024,3,Commerce,COM302,semester2,60.5,6,0.77,57.8,5,0.77,64.2,1.0,,66.9,Pass,0
cb94fc3a,SYN100020,2024,3,Commerce,COM303,semester1,61.8,3,0.26,54.4,0,0.24,57.1,0.97,63.9,37.7,Fail,1
dfbfe10a,SYN100020,2024,3,Commerce,COM304,semester2,74.9,4,0.73,81.5,4,0.73,54.2,1.0,57.7,100.0,Pass,0
23ec4f58,SYN100020,2025,4,Commerce,COM401,semester1,28.0,1,0.42,8.2,2,0.26,37.7,0.77,43.1,70.4,Pass,0
9c504c67,SYN100020,2025,4,Commerce,COM402,semester1,52.9,3,0.55,42.0,3,0.37,40.0,0.75,38.6,41.5,Fail,1
185507b5,SYN100020,2025,4,Commerce,COM403,semester2,14.6,1,0.42,16.5,1,0.37,40.2,0.93,27.0,30.3,Fail,1
7e1cbab3,SYN100020,2026,5,Commerce,COM401,semester2,75.9,4,0.71,55.1,2,0.57,64.3,0.81,62.7,37.8,Fail,1
20072114,SYN100020,2026,5,Commerce,COM402,semester1,47.2,1,0.31,46.5,3,0.28,48.7,0.95,60.2,71.8,Pass,0
56b3bd99,SYN100020,2026,5,Commerce,COM403,year,79.9,13,0.91,72.7,16,0.84,51.8,0.9,,87.0,Pass,0
9ec4448b,SYN100021,2023,1,Science,SCI101,semester1,80.5,9,0.74,77.7,10,0.74,57.1,1.0,,81.1,Pass,0
2aab5c98,SYN100021,2023,1,Science,SCI102,semester2,100.0,12,1.0,91.7,15,0.96,76.2,0.94,,100.0,Pass,0
19031adb,SYN100021,2023,1,Science,SCI103,semester1,72.8,11,0.74,72.9,10,0.74,63.2,1.0,,47.6,Fail,1
9ddc51b3,SYN100021,2023,1,Science,SCI104,semester2,80.7,9,0.62,82.7,7,0.62,63.0,1.0,,85.8,Pass,0
68ab96b7,SYN100021,2023,1,Science,SCI105,semester1,68.5,9,0.64,57.5,9,0.55,65.6,0.87,,100.0,Pass,0
53dcc807,SYN100021,2024,2,Science,SCI201,semester2,53.1,4,0.53,48.7,2,0.51,82.6,0.97,73.0,78.3,Pass,0
b4ca6583,SYN100021,2024,2,Science,SCI202,semester1,84.4,3,0.73,84.8,2,0.69,68.3,0.95,82.1,33.8,Fail,1
4c6edd5a,SYN100021,2024,2,Science,SCI203,semester1,56.9,4,0.34,54.4,5,0.31,62.4,0.95,72.5,31.4,Fail,1
66521f2d,SYN100021,2024,2,Science,SCI204,semester1,58.7,3,0.56,39.3,2,0.42,50.8,0.8,,79.4,Pass,0
e1e0d4d5,SYN100021,2024,2,Science,SCI205,year,79.3,13,0.6,75.4,15,0.6,45.9,1.0,66.2,100.0,Pass,0
6b7557e2,SYN100021,2025,3,Science,SCI301,semester2,47.8,3,0.51,39.1,3,0.46,69.4,0.93,63.5,88.1,Pass,0
5057b029,SYN100021,2025,3,Science,SCI302,semester1,32.7,0,0.21,35.1,0,0.19,39.7,0.97,88.5,82.1,Pass,0
33798ebb,SYN100021,2025,3,Science,SCI303,semester1,47.5,6,0.64,33.3,9,0.53,32.0,0.85,54.5,50.2,Pass,0
845d5488,SYN100021,2025,3,Science,SCI304,semester2,51.5,5,0.55,43.3,2,0.48,66.1,0.91,60.0,32.9,Fail,1
d81238c4,SYN100021,2026,4,Science,SCI401,semester1,100.0,3,0.92,94.1,5,0.83,75.2,0.87,,100.0,Pass,0
0f1267b9,SYN100021,2026,4,Science,SCI402,semester2,78.9,10,0.65,79.6,9,0.64,88.3,0.99,100.0,97.1,Pass,0
e0da3742,SYN100021,2026,4,Science,SCI403,semester1,100.0,4,0.92,74.6,4,0.78,76.8,0.8,,99.8,Pass,0
30efe6b3,SYN100021,2027,5,Science,SCI401,semester2,58.2,2,0.43,39.7,4,0.35,40.4,0.87,62.7,76.1,Pass,0
fec406b3,SYN100021,2027,5,Science,SCI402,semester2,34.1,2,0.6,30.0,1,0.6,60.5,0.99,,91.8,Pass,0
65a93684,SYN100021,2027,5,Science,SCI403,semester2,42.2,2,0.4,37.0,3,0.4,45.5,1.0,,17.2,Fail,1
c7ef37ee,SYN100022,2021,1,Engineering,ENG101,semester1,46.8,3,0.36,33.2,4,0.3,45.4,0.91,,50.1,Fail,1
2d7ff8c3,SYN100022,2021,1,Engineering,ENG102,year,29.3,0,0.38,14.7,3,0.28,47.0,0.86,,88.0,Pass,0
15ecc209,SYN100022,2021,1,Engineering,ENG103,semester1,38.9,5,0.51,16.4,3,0.42,68.3,0.87,,73.0,Pass,0
315b24ab,SYN100022,2021,1,Engineering,ENG104,semester2,24.4,1,0.35,11.4,3,0.27,54.6,0.89,,41.6,Fail,1
bc4f650a,SYN100022,2021,1,Engineering,ENG105,semester1,19.0,1,0.17,11.2,0,0.09,38.1,0.89,,13.8,Fail,1
e6100803,SYN100022,2022,2,Engineering,ENG201,semester1,39.6,1,0.53,18.7,2,0.4,40.9,0.81,59.9,16.6,Fail,1
8421833d,SYN100022,2022,2,Engineering,ENG202,semester1,36.8,4,0.37,5.9,3,0.15,40.7,0.68,60.3,40.6,Pass,0
1dd1a951,SYN100022,2022,2,Engineering,ENG203,semester2,32.5,3,0.18,23.8,6,0.12,43.1,0.91,72.9,55.1,Fail,1
bf045493,SYN100022,2022,2,Engineering,ENG204,semester2,54.4,3,0.28,40.1,1,0.12,47.3,0.77,53.4,13.8,Fail,1
0e0cae80,SYN100022,2022,2,Engineering,ENG205,semester1,39.7,3,0.57,32.1,3,0.54,51.6,0.95,42.8,42.5,Fail,1
6ca6b9ae,SYN100022,2023,3,Engineering,ENG301,semester1,21.2,4,0.05,0.0,2,0.0,34.8,0.73,,27.0,Fail,1
8eb5c318,SYN100022,2023,3,Engineering,ENG302,year,47.4,4,0.37,39.2,4,0.33,34.0,0.95,,41.7,Fail,1
bd0b5340,SYN100022,2023,3,Engineering,ENG303,semester2,40.2,5,0.43,26.1,2,0.41,25.0,0.97,34.9,29.1,Fail,1
42c6a39a,SYN100022,2023,3,Engineering,ENG304,semester2,49.3,5,0.24,40.1,6,0.18,36.1,0.93,,66.3,Fail,1
9f458a94,SYN100022,2024,4,Engineering,ENG401,semester1,54.9,4,0.67,53.6,5,0.58,59.4,0.87,42.1,53.3,Pass,0
ecbccaad,SYN100022,2024,4,Engineering,ENG402,year,27.6,4,0.21,27.9,4,0.2,58.6,0.98,,43.4,Fail,1
3b737134,SYN100022,2024,4,Engineering,ENG403,semester2,25.5,2,0.35,18.4,2,0.28,52.7,0.9,39.4,30.6,Fail,1
b5c8a66f,SYN100023,2021,1,Health Sciences,HEA101,year,50.3,6,0.49,51.4,3,0.49,50.1,1.0,,35.5,Fail,1
79d0b099,SYN100023,2021,1,Health Sciences,HEA102,semester1,51.6,2,0.39,47.5,0,0.38,65.8,0.99,,76.8,Pass,0
e79e6f75,SYN100023,2021,1,Health Sciences,HEA103,semester2,59.6,3,0.46,50.2,2,0.46,57.3,1.0,,77.1,Pass,0
d128bd96,SYN100023,2021,1,Health Sciences,HEA104,semester1,60.9,5,0.53,57.6,2,0.53,58.7,1.0,,29.0,Fail,1
bc9bed83,SYN100023,2021,1,Health Sciences,HEA105,semester1,58.2,4,0.33,49.7,7,0.25,63.2,0.88,,16.4,Fail,1
664236c4,SYN100024,2021,1,Education,EDU101,semester2,57.9,3,0.69,52.9,3,0.67,75.4,0.97,,42.6,Fail,1
8a38765a,SYN100024,2021,1,Education,EDU102,semester1,63.6,5,0.47,48.8,6,0.43,68.6,0.94,,34.6,Fail,1
609f4468,SYN100024,2021,1,Education,EDU103,semester1,48.1,2,0.28,46.7,1,0.22,71.0,0.91,,100.0,Pass,0
27b84196,SYN100024,2021,1,Education,EDU104,year,35.9,2,0.37,37.8,2,0.34,59.1,0.95,,34.2,Fail,1
27fd5fc2,SYN100024,2021,1,Education,EDU105,year,50.0,4,0.28,31.7,4,0.16,48.3,0.83,,22.8,Fail,1
009a9ae9,SYN100024,2022,2,Education,EDU201,semester2,51.7,7,0.54,40.7,6,0.49,50.1,0.94,,74.2,Pass,0
0f3c49c7,SYN100024,2022,2,Education,EDU202,year,35.6,3,0.43,9.5,3,0.33,39.2,0.86,,20.6,Fail,1
0e81d894,SYN100024,2022,2,Education,EDU203,semester2,49.9,5,0.4,24.1,3,0.31,59.0,0.87,24.0,46.9,Fail,1
595c38cb,SYN100024,2022,2,Education,EDU204,semester1,27.7,5,0.15,2.5,2,0.01,51.5,0.8,46.6,30.6,Fail,1
86456321,SYN100024,2022,2,Education,EDU205,semester1,58.3,5,0.48,28.9,6,0.29,33.1,0.73,35.4,26.3,Fail,1
5d70134d,SYN100024,2023,3,Education,EDU301,semester1,27.5,2,0.23,22.7,1,0.13,57.9,0.86,,43.5,Fail,1
20774231,SYN100024,2023,3,Education,EDU302,semester2,31.7,3,0.25,12.9,2,0.13,53.3,0.84,,32.3,Fail,1
f6dc0c63,SYN100024,2023,3,Education,EDU303,semester2,44.5,2,0.23,32.3,0,0.15,39.3,0.88,51.3,68.3,Pass,0
436ca81d,SYN100024,2023,3,Education,EDU304,semester1,43.4,1,0.55,43.9,3,0.54,55.3,0.99,48.6,58.8,Pass,0
3340edd6,SYN100024,2024,4,Education,EDU401,year,17.6,2,0.13,3.3,2,0.07,49.1,0.91,53.3,31.1,Fail,1
5c606ce9,SYN100024,2024,4,Education,EDU402,semester1,52.4,2,0.36,51.1,2,0.32,47.8,0.95,,25.3,Fail,1
aca96cc5,SYN100024,2024,4,Education,EDU403,year,30.1,6,0.32,6.6,9,0.12,49.3,0.71,68.7,22.0,Fail,1
be3f1b85,SYN100025,2022,1,Commerce,COM101,semester2,57.3,6,0.41,40.5,4,0.31,64.2,0.85,,82.5,Pass,0
78c57bb3,SYN100025,2022,1,Commerce,COM102,semester1,60.4,4,0.81,56.4,7,0.78,71.1,0.95,,84.6,Pass,0
dec19fe8,SYN100025,2022,1,Commerce,COM103,semester2,35.1,3,0.43,37.1,0,0.42,63.7,0.98,,82.1,Pass,0
f97d9c3a,SYN100025,2022,1,Commerce,COM104,semester2,60.3,4,0.57,53.4,2,0.53,61.3,0.96,,36.1,Fail,1
52fe27c7,SYN100025,2022,1,Commerce,COM105,semester2,60.3,4,0.44,63.3,1,0.44,73.7,1.0,,68.1,Withdrawn,0
4edf026e,SYN100025,2023,2,Commerce,COM201,semester1,65.6,4,0.65,58.6,5,0.65,66.1,1.0,75.1,99.1,Withdrawn,0
760c564b,SYN100025,2023,2,Commerce,COM202,semester2,75.4,11,0.74,66.4,12,0.66,66.1,0.88,,86.8,Pass,0
70efd70d,SYN100025,2023,2,Commerce,COM203,year,65.8,2,0.55,53.8,2,0.52,65.9,0.95,76.5,91.5,Pass,0
8e2bf869,SYN100025,2023,2,Commerce,COM204,semester1,71.3,6,0.67,58.7,8,0.58,75.6,0.87,43.3,88.1,Pass,0
4aa564ab,SYN100025,2023,2,Commerce,COM205,semester2,61.1,6,0.82,57.0,8,0.76,74.6,0.92,,92.1,Pass,0
dbdd3e51,SYN100026,2022,1,Health Sciences,HEA101,semester2,69.6,4,0.59,43.8,5,0.44,42.4,0.79,,53.8,Fail,1
9f34a838,SYN100026,2022,1,Health Sciences,HEA102,semester2,64.1,3,0.46,29.2,2,0.27,56.6,0.72,,97.3,Pass,0
7f462005,SYN100026,2022,1,Health Sciences,HEA103,year,55.2,2,0.65,57.4,4,0.65,51.8,1.0,,77.8,Pass,0
6522923a,SYN100026,2022,1,Health Sciences,HEA104,semester1,33.1,3,0.26,6.9,2,0.06,31.9,0.72,,52.6,Fail,1
03039f85,SYN100026,2022,1,Health Sciences,HEA105,year,37.0,2,0.48,42.5,4,0.4,59.0,0.88,,24.6,Fail,1
c035d5b7,SYN100027,2021,1,Commerce,COM101,semester1,33.8,3,0.32,30.2,0,0.32,33.5,1.0,,36.6,Fail,1
2a255386,SYN100027,2021,1,Commerce,COM102,semester1,33.8,0,0.26,20.9,0,0.21,43.1,0.92,,79.4,Pass,0
b5dd31c2,SYN100027,2021,1,Commerce,COM103,semester1,33.1,0,0.19,12.0,3,0.02,46.9,0.76,,29.8,Fail,1
a48209d8,SYN100027,2021,1,Commerce,COM104,semester2,46.4,8,0.27,20.8,7,0.13,56.7,0.8,,68.9,Pass,0
69536975,SYN100027,2021,1,Commerce,COM105,semester1,49.4,2,0.39,15.2,3,0.23,48.6,0.77,,24.9,Fail,1
589f54fb,SYN100027,2022,2,Commerce,COM201,semester1,48.3,1,0.25,33.0,2,0.14,55.7,0.85,,60.6,Pass,0
abc942d4,SYN100027,2022,2,Commerce,COM202,semester1,70.6,3,0.84,66.0,3,0.73,75.5,0.85,87.3,87.7,Pass,0
5da930ee,SYN100027,2022,2,Commerce,COM203,semester2,57.4,4,0.52,36.0,6,0.38,79.4,0.81,70.4,98.0,Pass,0
233c37f8,SYN100027,2022,2,Commerce,COM204,semester1,82.5,5,0.37,79.0,2,0.37,60.2,1.0,68.9,100.0,Pass,0
72b861f1,SYN100027,2022,2,Commerce,COM205,semester1,73.6,8,0.73,66.6,5,0.73,71.6,1.0,,96.0,Pass,0
7d4756f6,SYN100027,2023,3,Commerce,COM301,semester1,57.7,6,0.65,56.7,5,0.65,62.7,1.0,77.2,27.6,Fail,1
87fc4ee1,SYN100027,2023,3,Commerce,COM302,semester1,66.3,6,0.37,61.4,8,0.28,68.9,0.87,,14.2,Fail,1
48c4a652,SYN100027,2023,3,Commerce,COM303,semester1,59.5,1,0.45,56.2,1,0.43,55.0,0.97,62.5,58.9,Pass,0
05b20679,SYN100027,2023,3,Commerce,COM304,semester2,53.6,4,0.53,51.6,5,0.47,46.0,0.93,48.4,64.4,Pass,0
edd2e320,SYN100028,2021,1,Engineering,ENG101,semester1,66.7,7,0.57,68.2,9,0.55,45.8,0.98,,62.9,Pass,0
78f27b46,SYN100028,2021,1,Engineering,ENG102,semester2,30.8,2,0.38,0.0,1,0.15,49.7,0.68,,44.6,Fail,1
95a67320,SYN100028,2021,1,Engineering,ENG103,semester2,50.0,5,0.45,26.6,5,0.35,36.7,0.86,,30.0,Fail,1
0ff7e17a,SYN100028,2021,1,Engineering,ENG104,semester1,32.8,0,0.0,33.7,0,0.0,43.8,1.0,,35.3,Fail,1
fb90b9b6,SYN100028,2021,1,Engineering,ENG105,semester2,41.2,7,0.59,8.5,5,0.36,37.0,0.67,,52.3,Fail,1
517c53af,SYN100028,2022,2,Engineering,ENG201,semester1,2.0,2,0.0,0.0,1,0.0,20.2,0.84,,49.3,Fail,1
9766259c,SYN100028,2022,2,Engineering,ENG202,semester2,39.4,2,0.47,16.1,5,0.3,12.4,0.75,,33.5,Fail,1
408f0640,SYN100028,2022,2,Engineering,ENG203,semester1,12.3,0,0.1,0.0,0,0.0,12.6,0.72,,28.7,Fail,1
88cf7710,SYN100028,2022,2,Engineering,ENG204,semester2,7.7,1,0.0,0.0,0,0.0,18.5,0.9,41.5,45.6,Fail,1
5caca459,SYN100028,2022,2,Engineering,ENG205,semester2,7.4,0,0.19,3.6,1,0.12,27.6,0.9,45.2,26.0,Fail,1
36f66d28,SYN100029,2023,1,Commerce,COM101,semester2,52.8,1,0.31,22.2,2,0.13,46.6,0.74,,69.7,Pass,0
0a41bc2b,SYN100029,2023,1,Commerce,COM102,semester2,24.4,1,0.14,4.9,0,0.0,47.0,0.77,,34.7,Fail,1
c4d09bc1,SYN100029,2023,1,Commerce,COM103,semester2,49.9,1,0.32,25.0,0,0.21,53.8,0.84,,22.5,Fail,1
56b59ee8,SYN100029,2023,1,Commerce,COM104,semester1,39.3,6,0.39,22.6,6,0.25,64.6,0.79,,40.1,Fail,1
6b4230de,SYN100029,2023,1,Commerce,COM105,year,31.4,2,0.27,2.8,0,0.05,55.4,0.7,,69.2,Pass,0
475ef1a3,SYN100030,2022,1,Engineering,ENG101,semester2,36.2,4,0.44,16.7,7,0.26,42.1,0.75,,46.2,Pass,0
e35594ec,SYN100030,2022,1,Engineering,ENG102,year,9.7,1,0.21,0.0,0,0.07,39.3,0.79,,27.1,Fail,1
a2925b9f,SYN100030,2022,1,Engineering,ENG103,semester1,29.7,3,0.42,17.2,3,0.3,42.2,0.82,,23.6,Pass,0
b5298c2e,SYN100030,2022,1,Engineering,ENG104,semester1,56.7,2,0.37,53.4,1,0.33,38.9,0.94,,19.2,Fail,1
e149f562,SYN100030,2022,1,Engineering,ENG105,semester2,49.2,3,0.41,17.3,5,0.24,21.0,0.76,,28.7,Fail,1
d9ef6ffc,SYN100031,2021,1,Science,SCI101,semester2,79.7,7,0.65,69.8,8,0.6,83.3,0.92,,93.3,Pass,0
499bb138,SYN100031,2021,1,Science,SCI102,semester1,95.4,10,0.79,98.4,11,0.79,58.6,1.0,,97.3,Pass,0
c133c888,SYN100031,2021,1,Science,SCI103,semester1,89.6,7,0.87,88.7,5,0.87,68.3,1.0,,89.2,Pass,0
ba7de075,SYN100031,2021,1,Science,SCI104,semester1,79.1,13,0.61,67.4,12,0.54,56.3,0.9,,98.1,Pass,0
3963dad8,SYN100031,2021,1,Science,SCI105,semester1,61.6,8,0.49,40.3,5,0.39,76.9,0.86,,82.8,Pass,0
c216770e,SYN100031,2022,2,Science,SCI201,semester1,24.4,2,0.29,27.3,1,0.29,58.2,1.0,96.8,57.3,Pass,0
1ad1ef0f,SYN100031,2022,2,Science,SCI202,semester2,92.3,11,0.83,79.9,14,0.76,58.5,0.91,55.5,40.7,Fail,1
560e9af9,SYN100031,2022,2,Science,SCI203,semester1,69.5,8,0.56,59.2,5,0.56,51.5,1.0,78.9,75.6,Pass,0
e82a125c,SYN100031,2022,2,Science,SCI204,semester1,77.4,3,0.46,77.1,3,0.45,59.9,0.99,58.0,81.4,Pass,0
7e0850c8,SYN100031,2022,2,Science,SCI205,semester2,63.1,5,0.5,47.6,6,0.43,76.5,0.9,,78.0,Pass,0
284c4593,SYN100032,2023,1,Engineering,ENG101,semester2,50.2,1,0.3,22.4,1,0.19,67.7,0.84,,69.7,Pass,0
a9df8088,SYN100032,2023,1,Engineering,ENG102,semester2,60.3,7,0.51,35.3,8,0.41,52.3,0.85,,38.8,Fail,1
e34b752e,SYN100032,2023,1,Engineering,ENG103,year,46.4,1,0.53,36.6,3,0.46,53.0,0.9,,73.4,Pass,0
9d7ad839,SYN100032,2023,1,Engineering,ENG104,semester1,78.3,7,0.9,74.4,6,0.9,48.1,1.0,,88.4,Withdrawn,0
86570c99,SYN100032,2023,1,Engineering,ENG105,semester2,61.0,5,0.41,55.0,4,0.37,71.9,0.95,,57.8,Pass,0
3dfeddd7,SYN100032,2024,2,Engineering,ENG201,semester1,52.3,4,0.58,32.4,5,0.46,58.1,0.83,66.4,89.9,Pass,0
cde7ff8e,SYN100032,2024,2,Engineering,ENG202,semester2,67.9,7,0.71,69.5,9,0.7,57.9,0.98,38.4,34.0,Fail,1
21dd5faa,SYN100032,2024,2,Engineering,ENG203,semester1,55.2,4,0.41,62.5,2,0.4,50.1,0.98,,35.8,Fail,1
